Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Machine Learning Software Engineer – Qualcomm AI Research,$134K-$234K (Glassdoor est.),"Company:
Qualcomm Technologies, Inc.
Job Area:
Engineering Group, Engineering Group > Machine Learning Engineering
Job Overview:


Qualcomm is a company of inventors that unlocked 5G ushering in an age of rapid acceleration in connectivity and new possibilities that will transform industries, create jobs, and enrich lives. But this is just the beginning. It takes inventive minds with diverse skills, backgrounds, and cultures to transform 5Gs potential into world-changing technologies and products. This is the Invention Age - and this is where you come in.

Artificial Intelligence is changing the world for the benefit of human beings and societies. AI is moving from cloud to the edge devices. QUALCOMM, as the world's leading mobile computing platform provider, is committed to enable the wide deployment of intelligent solutions on all possible devices. Be a part of our Deep Learning research project in Corporate R&D, where you will be involved and participate in building best-in-class solutions and tools needed to enable state-of-the-art technologies for next generation mobile/embedded machine learning platforms for smart phones, autonomous vehicles, robotics and IOT devices. In this role, you will work in a dynamic research environment, be part of a multi-disciplinary team of researchers and software developers, collaborate with internal teams, work with popular neural network frameworks, and understand the architecture of Qualcomm’s SOC compute and ML HW accelerators. You will design, develop & test software for machine learning tools and frameworks that enable making models smaller and run efficiently on all edge devices. The successful applicant should have a strong software background, and passion to work on neural network frameworks/libraries.

We are looking for motivated engineers at various levels who possess experience in some of the areas below:
Extensive programming in Python, C/C++
Object-oriented software design and development
Experience in debugging complex software issues
Knowledge of neural networks, with hands-on experience using ML frameworks such as TensorFlow or PyTorch
Knowledge of Convolutional Neural Networks (CNNs), RNN/LSTMs
Familiarity with any of the deep learning compiler frameworks TVM, Glow or XLA
Experience with compiler frameworks such as LLVM or GCC
Knowledge Qualcomm Hexagon DSP is a plus
Experience developing embedded software, preferably on-device ML
Experience with CI/CD tools like Jenkins, Docker, and Cloud technologies
Previous experience working on machine learning data pipelines
Previous experience working in an Agile environment, and collaborating with multi-disciplinary teams
Applicants: If you are an individual with a disability and need an accommodation during the application/hiring process, please call Qualcomm’s toll-free number found here for assistance. Qualcomm will provide reasonable accommodations, upon request, to support individuals with disabilities to be able participate in the hiring process. Qualcomm is also committed to making our workplace accessible for individuals with disabilities. Qualcomm is an equal opportunity employer and supports workforce diversity.

To all Staffing and Recruiting Agencies: Our Careers Site is only for individuals seeking a job at Qualcomm. Staffing and recruiting agencies and individuals being represented by an agency are not authorized to use this site or to submit profiles, applications or resumes, and any such submissions will be considered unsolicited. Qualcomm does not accept unsolicited resumes or applications from agencies. Please do not forward resumes to our jobs alias, Qualcomm employees or any other company location. Qualcomm is not responsible for any fees related to unsolicited resumes/applications.

EEO Employer: Qualcomm is an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or any other protected classification.",4.0,"Qualcomm
4.0","San Diego, CA","San Diego, CA",10000+ employees,1985,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Intel Corporation, MediaTek, Broadcom"
Software Engineer,$134K-$234K (Glassdoor est.),"As a software engineer in our development team, you will be part of a team of experts building a secure real-time middleware platform with extreme performance and scalability. The RTI Connext software enables 100s and 1000s of applications and devices to exchange data in a timely and reliable way. Our software features direct peer-to-peer connections, reliable multicast, automated application discovery, and unique, contractual quality-of-service control.

Real-Time Innovations (RTI) is the largest software framework provider for smart machines and real-world systems. Our software runs the largest power plants on the continent, connects perception to control in over 200 autonomous vehicles, drives the new generation of medical robotics, controls hyperloop and flying cars, and provides 24x7 medical intelligence to hospital patients and emergency victims. We are the best positioned small company in the world to create the very real future of intelligent, distributed systems.

RTI leads the world market for software that connects real-world devices. Our diverse and global workforce believes in working hard and enjoying the journey. We recognize employees for their achievements, offer great opportunities for career growth and development, and provide the tools they need to succeed. We also offer great benefits and flexibility. We commit to making your life as satisfying as your career. And, RTI's team is unmatched; our collaborative, transparent, and creative culture truly sets us apart from the rest.

We solve some of the greatest challenges in technology. Our mission is to transform industries: automotive, medical, power, defense, and control. Our core values emphasize excellence, teamwork, and your potential. Few small companies can truly claim to make the world run better like RTI. Come help make a real difference.

Responsibilities


Design, develop, support, test and document core infrastructure software, part of the RTI Connext Data Distribution Services (DDS) products.
Design new features and participate in architecture reviews for the overall product
Develop new features using C with exposure to C++, Java, C#, and Python as well
Test and maintain middleware on a variety of operating systems and real-time embedded platforms, and for interoperability with other DDS-based products
Triage customer issues, and find timely creative solutions to customer problems
Write API and feature documentation
Evaluate and analyze performance
Requirements
Degree in Computer Science or related field (Advanced degree preferred)
Studies related to distributed systems, peer-to-peer networks, or computer networking
Experienced programmer (through internships, university projects, open source projects, etc.). At RTI, you will work primarily in C/C++ but may also work in C++/Java/C#. We are looking for somebody who knows how to program in C/C++. Don't worry if you do not master the other programming languages. We believe a good programmer will pick up other languages quickly.
Ability to work successfully in a highly distributed team
2-8 years of experience
Must be a U.S. Person to apply. Work to be performed for this position relates to federal government contracts which require U.S. Persons (e.g., U.S. citizens or green card holders)
About RTI

We have a collaborative and inclusive environment where individuals strong on aptitude and attitude will have an opportunity to grow their professional careers. Our culture embraces transparency, learning, and fun. We offer an attractive compensation package consisting of competitive salary, benefits, vacation bonuses, and equity participation.

RTI is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color national origin, sex, age status as a protected veteran, or status as a qualified individual with disability.",4.9,"Real-Time Innovations
4.9","Denver, CO","Sunnyvale, CA",201 to 500 employees,1995,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),"ADLINK Technology, Wind River, Green Hills Software"
"Senior Machine Learning Engineer, MI",$134K-$234K (Glassdoor est.),"At Cisco Meraki, we know that technology can connect, empower, and drive us. Our mission is to simplify technology so our customers can focus on what's most meaningful to them: their students, patients, customers, and businesses. We're making networking easier, faster, and smarter with technology that simply works.

As a Machine Learning engineer on the Insight team, you will collaborate with firmware and full stack engineers to design, plan, and build customer-facing analytics tools. Meraki's cloud-managed model offers a unique opportunity to draw upon data from millions of networks across our wide ranging customer base. The goal is to use the rich telemetry data available from these networks and combine it with the power of machine learning and the cloud to build an analytics engine that can provide intuitive, yet detailed insights into the performance of customer networks. Given the size and scope of Meraki's deployment, this provides a unique engineering opportunity to build an impactful solution that can help improve our customer experience at large.

The Meraki Insight team is building the next generation of analytics products. We offer customers unique visibility into their IT infrastructure. Our engineers excel at manipulating complex data sets into clear visualizations and utilizing Machine Learning and AI techniques to facilitate better outcomes. We are passionate about building products our customers love.

Example projects
Build a system that ingests real-time streams of network performance data and identifies network performance degradation, optimizing for both low latency and few false positives
Design models that predict network performance for customers to help them understand their network performance issues
Work with firmware and backend engineers to design uplink selection algorithm for SD-WAN
Collaborate with full stack engineers to make intuitive data visualizations and integrate predictions seamlessly and powerfully into the user experience
Build, maintain, and monitor data pipelines and infrastructure for training and deploying models
Requirements
5+ years of relevant industry experience
Advanced training in mathematics, statistics, and modeling
Experience programming in Python AND some other programming language like scala, golang, ruby, etc.
Experience working with algorithms and building models for supervised and unsupervised learning.
Experience using data processing and ML libraries such as Pandas, Scikit-Learn, Tensorflow, Keras, etc.
Experience working with distributed computing engines like Apache Spark, etc. and real time data streaming services like Amazon Kinesis.
Experience implementing and monitoring data pipelines.
Bonus qualifications
Experience or interest in networking
Experience or interest in Explainable AI techniques and visualizations
Cisco is an Affirmative Action and Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, genetic information, age, disability, veteran status, or any other legally protected basis. Cisco will consider for employment, on a case by case basis, qualified applicants with arrest and conviction records.

At Cisco Meraki, we're challenging the status quo with the power of diversity, inclusion, and collaboration. When we connect different perspectives, we can imagine new possibilities, inspire innovation, and release the full potential of our people. We're building an employee experience that includes appreciation, belonging, growth, and purpose for everyone.",3.4,"Meraki
3.4","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Aruba Networks, Aerohive Networks"
Statistical Research Engineer,$134K-$234K (Glassdoor est.),"Come grow with us!
Company Description: FDH Infrastructure Services is an industry leader in engineering, construction, and field services for critical structures and facilities. Markets served include Wind Energy, telecommunications, heavy civil, power, industrial, commercial, and government. Our continued success is directly linked to the knowledge and experience of our talented staff. FDH is a team-oriented, performance-driven organization, committed to safety, quality, and professional integrity. Our work culture fosters continuous learning and innovation to improve our products, services, and business processes. We work hard for our customers and enjoy having fun together. Come grow with us!
Enjoy Great Benefits: FDH provides a comprehensive benefits package, including healthcare, dental, vision, life and AD&D insurance, disability insurance, and a 401(k) plan with company match. Flexible time-off plans encourage a healthy work/life balance for all employees. Wellness activities are promoted throughout the year.
*FDH is an Equal Opportunity/Affirmative Action employer and will consider all qualified applicants for employment without regard to race, color, religion, gender, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
*VEVRAA Federal Contractor

The primary function / purpose of this position will be to assist in the development of robust, predictive statistical models capable of estimating the long-term material degradation and corrosion. The engineer will identify sources of uncertainties and work closely with a statistician for quantification of uncertainties. The position will assist with the aggregation and meta-analysis of academic and industry research data in support of this goal.
Ensure quality and quantity of all engineering studies, reports and drawing, and provide management with appropriate report(s) on quantity and quality.
Develop background related to uncertainty and the quantification of uncertainties in the estimation of long-term material degradation. Investigate applicable field-testing techniques to reduce existing uncertainties.
The position will report to the engineering lead and provide detailed information on the results of the research and subsequent meta-analysis. This data may include, likelihood of occurrence of corrosion / degradation modes, error associated with various testing methods, and rates of degradation / corrosion.

Master’s or PhD Degree in Mechanical Engineering, Applied Mechanics, Engineering Physics, Civil Engineering or related discipline, required.
Minor in statistics is a plus.
Two plus years’ experience with data analysis/statistical methods and/or material degradation.
Ability to organize and efficiently analyze large sets of research data.
Working knowledge of Finite Element Software ANSYS and ABAQUS is a plus.
Work with the team to manage project task identification and milestone schedule.
Ability to obtain Top Secret clearance required.
Handle multiple projects simultaneously.
Possess the ability to communicate effectively with all levels of management, employees and outside contacts both verbally and in writing.

Action Oriented - is action oriented and works well with challenges., Business Acumen - Knowledgeable in the business, policies, practices and trends., Customer Focus - Establishes and maintains effective relationships with customers., Drive for Results - Pushes self and others for results., Functional Technical Skills - Has functional and technical knowledge and skills.
This position does not have direct reports",3.6,"FDH Infrastructure Services
3.6","Raleigh, NC","Raleigh, NC",201 to 500 employees,1994,Company - Private,Architectural & Engineering Services,Business Services,Unknown / Non-Applicable,-1
Data Scientist,$134K-$234K (Glassdoor est.),"Data Scientist


The data scientist will advocate, evangelize and build data-fueled products that help our customers improve their Capital Project Delivery. You'll dig in and become an expert on our energy sector datasets. You will provide insight into leading analytic practices, design and lead iterative learning and development cycles, and ultimately produce new and creative analytic solutions that will become part of our core deliverables.

The data scientist will work with cross-functional team members to identify and prioritize actionable, high-impact insights across a variety of core business areas. You will lead applied analytics initiatives that are leveraged across the breadth of our solutions for the technology sector. You will research, design, implement and validate cutting-edge algorithms to analyze diverse sources of data to achieve targeted outcomes.

You will provide expertise on mathematical concepts for the broader applied analytics team and inspire the adoption of advanced analytics and data science across the entire breadth of our organization.

Candidate Requirements:
Posses a Ph.D. (strongly preferred) or Master's Degree in operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline.
Deep understanding of statistical and predictive modeling concepts, machine-learning approaches, clustering and classification techniques, and recommendation and optimization algorithms.
3+ years of experience delivering world-class data science outcomes, the data scientist will solve complex analytical problems using quantitative approaches with their unique blend of analytical, mathematical and technical skills.
Passionate about asking and answering questions in large datasets, and will be to communicate that passion to product managers and engineers.
Keen desire to solve business problems, and live to find patterns and insights within structured and unstructured data.
Propose analytics strategies and solutions that challenge and expand the thinking of everyone around you.
Expert in analyzing large, complex, multi-dimensional datasets with a variety of tools.
Expert in the use of statistical analysis environments such as R, MATLAB, SPSS or SAS.
Experienced with BI tools.
Experience with relational databases as you are with Hadoop-based data mining frameworks.
Experience with SQL, Python, Java and C/C++.

Education:


Master's Degree or higher",4.2,"The CARIAN Group
4.2","New York, NY","South Plainfield, NJ",1 to 50 employees,-1,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
Data Scientist,$134K-$234K (Glassdoor est.),"Join us in making roads safer by making drivers better!

At CMT, a Data Scientist has the opportunity to work on an extremely wide variety of technical areas. We collect high-volume, high-velocity data generated from smartphone and IoT sensors in vehicles. We clean, normalize and fuse multiple data sources using time series signal processing techniques, handing noise, censoring, and non-uniform sampling. Next, we determine which behaviors might indicate risky driving, using robust statistical analyses and feature engineering. We produce an estimate of aggregate driving risk using GLMs and ML regressors. Finally, given the risk estimate, we determine how we can most effectively help drivers modify and improve their driving by performing experiments and mining data.

Our Data Scientists are expected to read, write and test high quality Python code that will run in a production environment. Familiarity with standard Python libraries (scipy/numpy/pandas) is essential.

Requirements
MS in Computer Science, Engineering, Mathematics or related technical discipline
5+ years of work experience, involving statistical modeling and significant software development.
Strong programming skills for implementing algorithms, constructing and manipulating data pipelines
Preferred Qualifications:
PhD plus several years of relevant experience
Experience with AWS or similar cloud computing environment
Expertise machine learning, data mining, and (robust) statistics
Experience in designing data pipelines and products for real world applications
Experience with modern/emerging scalable computing platforms and languages (e.g. Spark)
Benefits

Cambridge Mobile Telematics' (CMT) mission is to make the world’s roads and drivers safer. Since its first product launch in 2012 that pioneered mobile usage-based insurance, CMT has become the world’s leading telematics and analytics provider for insurers, rideshares, and fleets. CMT’s DriveWell platform uses mobile sensing and behavioral science to measure driving risk and incentivize safer driving, while its Claims Studio reduces the claims cycle time with real-time crash detection, crash reconstruction, and damage assessment using telematics and artificial intelligence. CMT has over 50 active programs with insurers and other partners, improving safety for millions of drivers every day around the world. Started based on research at MIT and backed by the SoftBank Vision Fund to fuel its rapid growth, CMT is headquartered in Cambridge MA. To learn more, visit www.cmtelematics.com and follow CMT on Twitter @cmtelematics.

Our Benefits Include:
Health Care Plan (Medical, Dental & Vision)
Retirement Plan (401k match)
Life Insurance (Basic & AD&D)
Unlimited Paid Time Off (Vacation, Sick & Public Holidays)
Parental Leave
Short Term & Long Term Disability
Work From Home
Flexible Scheduling Options
Stock Option Plan",4.9,"Cambridge Mobile Telematics
4.9","Cambridge, MA","Cambridge, MA",1 to 50 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,$134K-$234K (Glassdoor est.),"Data Scientist
Location


TX - San Antonio

Job Code

6688

# of openings

1

Apply Now

Ke`aki Technologies, LLC is looking for a qualified Data Scientist to support our contract with OMNIBUS.

Description of Responsibilities:
Provide analytical tools and resources to assess the health of the Military Health System (MHS) beneficiary population.
Provide technical expertise in the areas of prevention, managed care, medical readiness issues, health promotion, clinical safety and quality, and other health Service-related issues in order to support the DHA.
Perform clinical and business analytical studies using accepted data science techniques to provide insight into areas of trending/improvement for prevention, managed care, medical readiness issues, health promotion, clinical safety and quality, and other health Service-related issues.
Aggregate and analyze population health data to respond to questions from the various Congressional inquiries, DoD senior leaders, DHA, Services’ Surgeon General, Service-specific Headquarters agencies, and the MTFs.
Access, validate and analyze information about the MHS population by developing, validating and linking various medical, safety, environmental, occupational and personnel databases.
Identify and troubleshoot data import, analysis, and display errors from multiple data sources.
Provide data analysis and decision support using research expertise as well as literature review/evidence-base to develop clinical and business measures and prototypes of health information technology (IT) tools, programs, procedures, services or databases to support DHA’s goal of building a managed healthcare system that considers and optimizes safety, quality, cost and access.
Research, identify and apply, when available, national/standardized benchmarks and thresholds to DHA/MHS metrics as appropriate or the contractor shall identify reasons established benchmarks/thresholds/methods are not appropriate/relevant.
Provide technical knowledge to customers, internal and external to DHA, regarding study design and methodologies. Provide program management to refine the business and clinical measures and prototypes for optimal implementation by DHA and other agencies/MHS as appropriate.
REQUIRED SKILLS AND EXPERIENCE:
Must have experience with Data Modeling and the application of Predictive Analytics.
Mush have expert level skills in one or more of the following: Python, R, SQL, SAS, Tableau/Tableau Creator and Application/Dashboard Development.
Must have a three year experience data mining and analysis of MHS health data.
Able to read, write, speak and understand English.
Proven ability to synthesize disparate facts from multiple sources and coalesce into an accurate and useful analytic product, incorporating Service and MHS strategic goals for use by leadership in both tactical and strategic decision making.
Demonstrated ability to provide accurate and timely analytical products containing well‐reasoned and cogent discussion points providing leadership with substantiated options or courses of action.
Demonstrated ability to organize/participate/lead working groups to develop analytic products and byproducts or to develop/understand processes leading to effective optimization of analytic efforts.
Demonstrated ability to effectively and clearly communicate analytical discoveries and appropriate recommendations/mitigation strategies to all levels of customers including Senior DHA leadership.
Demonstrated advanced proficiency in Microsoft Office products PLUS additional software/hardware skills and capabilities.
Ability to critically examine and evaluate, problem-solve.
Demonstrated ability to undertake and complete multiple tasks with multiple deadlines simultaneously.
Ability to deliver products on time, on schedule, within budget.
Flexibility and ability to adapt to rapidly changing and often time-constrained environment.
Ability to acquire skills/capabilities necessary to meet growing needs/demands of systems/software/hardware.
DEGREE/EDUCATION/CERTIFICATION REQUIREMENT:
Master’s degree in Public Health, Health Services Research, Epidemiology, Mathematics, Biostatistics, Statistics, Informatics or related areas, or previous participation in advanced training/program with one of those related areas, and identified as a Fellow in their area of expertise is required.
Other significant related clinical/medical/health data experience such as previous participation in an analytics/quantitative field fellowship/training may be considered as an appropriate substitute for education, but minimum of Bachelor’s degree in above areas required unless otherwise specified and with few exceptions.
CITIZENSHIP/SECURITY CLEARANCE REQUIREMENTS:

Must be able to pass a NACI background check

Ke`aki Technologies LLC is a fast-growing government service provider. Employees enjoy competitive salaries; a 401K plan with company match; medical, dental, disability, and life insurance coverage; tuition reimbursement; paid vacation and sick time; and 10 paid holidays. Ke`aki Technologies is proud to be an equal opportunity employer.

We are an Equal Opportunity/Affirmative Action Employer of individuals with disabilities and veterans. We are proud to state that we do not discriminate in employment decisions on the basis of race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. If you are a person with a disability and you need an accommodation during the application process, please click here to request accommodation. We E-Verify all employees.

The Alaka`ina Foundation Family of Companies (FOCs) is comprised of industry-recognized government service firms designated as Native Hawaiian Organization (NHO)-owned and 8(a) certified businesses. The Family of Companies (FOCs) includes Ke`aki Technologies, Laulima Government Solutions, Kūpono Government Services, and Kapili Services, Po`okela Solutions, Kīkaha Solutions, LLC, and Pololei Solutions, LLC. Alaka`ina Foundation activities under the 501(c)3 principally benefit the youth of Hawaii through charitable efforts which includes providing innovative educational programs that combine leadership, science & technology, and environmental stewardship.

For additional information, please visit www.alakainafoundation.com.

#Monster",3.6,"Alaka`ina Foundation
3.6","San Antonio, TX","Honolulu, HI",501 to 1000 employees,-1,Government,-1,-1,Unknown / Non-Applicable,-1
Senior Machine Learning Engineer,$134K-$234K (Glassdoor est.),"We are looking for a Data Scientist - Algorithms and Software Developer - to build new and amazing data products and algorithms. Bring data science into Human Resources: Extract knowledge about people, companies and positions, understand data and build learning engines to match the right person to the right position.

You Are:

Experienced in development and research of Machine Learning and/or NLP
(Natural Language Processing) algorithms in the industry (3+ Years)
Experienced in software development in the industry (3+ Years)
M.Sc. or above in Computer Science or other quantitative field (Mathematics, Statistics, Physics etc.)
Able to take product requirements and turn them into working software using advanced algorithms - from research to production
A motivated, self-thinker, explorer, passionate, always learning data enthusiast
Startup experience - an advantage

Your Skill Set:

Experience in Machine learning / Deep Learning / Prediction models and NLP techniques
Strong coding skills using big data tools and languages (Python / Java / Hadoop / Spark / Mongo DB etc.)
Agile person - getting things done – really wants to make products happen fast
Working with databases and large, complex data sets
Deep understanding of data

Your Responsibilities:

Creating algorithms and software to solve hard problems related people and jobs (HR-tech)
Extracting knowledge from texts and learning prediction models for matching the best candidates to positions
Analyzing complex data sets that few people in the world have access to
Working in a team to find unique solutions to unsolved universal problems using different data analysis techniques",3.3,"Cadre Inc
3.3","Santa Monica, CA","Santa Monica, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Senior Data Scientist,$134K-$234K (Glassdoor est.),"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

Novetta is seeking a Senior Data Scientist to develop innovative solutions for customers and internal product teams. We look to rapidly prototype solutions and deploy the most promising of them. We identify and leverage the latest techniques (fast.ai is a team favorite) so that our customers can stay one step ahead. On every project you'll learn something new (and likely teach us something as well).

Responsibilities include:
Develop solutions spanning multiple subject areas, from NLP to image and video.
Maintain awareness of state-of-the-art machine learning and techniques, methods and platforms, including commercial and open source.
Implement, configure and test machine learning and deep learning libraries and platforms (e.g. fast.ai, TensorFlow, Keras, XGBoost, LightGBM).
Test solutions on AWS using services such as SageMaker, EC2, and Snowball Edge.
Write blog posts and presentations that clearly communicate complex machine learning concepts to both technical and non-technical audiences.
Contribute to visually-appealing, web-enabled prototype applications that illustrate relevant machine learning capabilities.
Basic Qualifications:
Experience with Python (2+ years).
Experience with machine learning or statistics (2+ years).
Ability to work both independently and collaboratively.
High levels of curiosity, creativity, and problem-solving capabilities.
Strong written and verbal communication skills.
Comfortable navigating the command line.
Desired Skills:
Research experience in machine learning specific to natural language processing, computer vision, or deep learning.
Experience with managing data and creating algorithms using AWS.
Experience with R, Java, or other programming languages.
Security Clearance:
Active TS/SCI with polygraph required.
Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.

Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.


Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",4.5,"Novetta
4.5","Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton"
Senior Data Scientist,$134K-$234K (Glassdoor est.),"Grubhub is dedicated to connecting hungry diners with our wide network of restaurants across the country. Our innovative technology, easy-to-use platforms and streamlined delivery capabilities make us an industry leader today, and in the future of online food ordering.
We strive to create a workplace that reflects the diversity of our customers and the communities we serve. When you join our team, you become part of a community that works together to innovate, solve problems, take risks, grow, work hard and have a ton of fun in the process!
Why Work For Us
We have a fast-paced environment and that is what our teams thrive on. Grubhub believes in empowering people and offering opportunities for development, as well as professional growth. We value strong, positive relationships in all areas: with each other, our customers and our greater community. Want to be a part of a team of diverse collaborators in an authentically fun culture? If so, we want to talk to you - and hear what’s your favorite restaurant for food delivery!
More About the Role:
Grubhub is looking for a data scientist to join the Pricing team. As a part of Pricing, you’ll be a member of a small team of data scientists and engineers who shape and optimize how we charge our diners, shaping hundreds of millions in revenue annually. You will work closely both with financial stakeholders as well as engineers to ship models that make Grubhub more efficient with the way in which it charges customers. You’ll construct models and A/B tests as well as write code to improve our modeling capabilities.

Prototype and ship large-scale models that help drive profit or order volume
Conduct A/B experiments to validate the effectiveness of these models
Work closely with financial stakeholders to construct models that drive business goals
Leverage big data tools to incorporate new data sources into modeling pipelines
Work closely with data scientists and backend engineers to implement and maintain your changes

MS with 5+ years of relevant industry experience or PhD in computer science, engineering, statistics, machine learning, mathematics, or in another quantitative field
Experience shipping changes to a production environment
Comfortable with using git, basic Linux commands, and object-oriented programming languages (Scala, Java, Python)
Experience performing analysis with large-scale SQL tooling (Presto, BigQuery, etc.)
Familiarity with basic AWS tools like EC2 and S3
Superior communication and data presentation skills
Effective working in a fast-paced team environment
Preferred Qualifications
Demonstrated ability to work on cross-functional teams
Experience making high-impact decisions (multiple millions of dollars)
Ability to comprehend and debug complex systems that might cross team and tool boundaries across the company

Flexible PTO. Grubhub employees are provided a generous amount of time to recharge their batteries.
Health and Wellness. We provide programs that support your overall well-being such as generous medical benefits, employee network groups, company-wide fitness challenges, and a comfortable and casual workplace! We also support our parents by offering 8 weeks of paid parent bonding time, a 4-week returnship program, and 6-8 weeks paid medical leave.
Learning and Career Growth. Your personal and professional development is a priority at Grubhub. From day one, we empower you to lead and be an active participant in your career growth. We provide continuous learning opportunities, training, and coaching and mentorship programs.
MealPerks. Who’s ready for some lunch? We provide our employees with a weekly Grubhub credit to enjoy and support local restaurants. We also offer company-wide meals several times a year to bring our Grubhub family together.
Fun. Every Grubhub office has an employee-led Culture Crew that connects people through fun, meaningful events and initiatives. Some of our popular past events include: Wing-eating contests, Grubtoberfest, 5k Runs, Bring Your Child to Work Day, regular happy hours, and more!
Social Impact. We believe in the importance of serving the communities that support our business. In addition, employees are given paid time off each year to support the causes that are important to them.

Grubhub is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics. The EEO is the Law poster is available here: DOL Poster. If you are applying for a job in the U.S. and need a reasonable accommodation for any part of the employment process, please send an e-mail to TalentAcquisition@grubhub.com and let us know the nature of your request and contact information. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this email address.
CA Privacy Notice: If you are a resident of the State of California and would like a copy of our CA privacy notice, please email privacy@grubhub.com.",3.8,"Grubhub
3.8","New York, NY","Chicago, IL",1001 to 5000 employees,2004,Company - Public,Internet,Information Technology,$100 to $500 million (USD),DoorDash
Data Scientist,$134K-$234K (Glassdoor est.),"This growing Healthcare Analytics company is hiring for a Data Scientist to join their agile team. You'll be helping work on an NLP Text Analytics Engine that powers their trademark product. The ideal candidate has professional experience in machine learning, topic modeling, algorithm development, or exploratory data analysis. Candidates should also be very comfortable with Python.

Desired experience:
2+ years of experience working as a Data Scientist, Machine Learning Engineer, or similar
2+ years of experience working with Python
Experience with machine learning packages such as Pandas, Numpy, Scikit-learn, PyCharm, PyTesseract or similar
MS or PhD in Computer Science or related fields
Bonus experience:
In depth knowledge of cloud services within AWS
Any experience building NLP topic modeling algorithms",4.8,"Strategic Employment
4.8","Boston, MA","Los Angeles, CA",51 to 200 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1
